"subject_identifier" "activity" "feature_measurement_name" "total_average"
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0386820786833333
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0560434883966667
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.978483352166667
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.983924353
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.982318139166667
10 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.9617663145
10 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.942239747
10 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.9617663145
10 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.942239747
10 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.978933889
10 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.970288294833333
10 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.948394682666667
10 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.946460267166667
10 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.984314541333333
10 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.979257408333333
10 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.975310696833333
10 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.940255585
10 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.976061050166667
10 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.978249844833333
10 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.928300078783333
10 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.971528370666667
10 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.978120306166667
10 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.9634427765
10 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.9826301395
10 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.979612429166667
10 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.964387826
10 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.9864711005
10 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.9661191675
10 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.976870853
10 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.9572695305
10 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.971946495
10 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.977034021833333
10 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.961499603833333
10 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.951348618666667
10 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.946976321166667
10 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.970436012833333
10 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.969339341333333
10 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.958964957333333
10 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.94776606
10 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.980438270333333
10 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.978997537333333
12 "SITTING" "tBodyAcc-mean()-X" 0.275639357761194
12 "SITTING" "tBodyAcc-mean()-Y" -0.0184861388459702
12 "SITTING" "tBodyAcc-mean()-Z" -0.107917262447761
12 "SITTING" "tBodyAcc-std()-X" -0.508665196767164
12 "SITTING" "tBodyAcc-std()-Y" -0.401357613464179
12 "SITTING" "tBodyAcc-std()-Z" -0.722443639029851
12 "SITTING" "tGravityAcc-mean()-X" 0.629964778955224
12 "SITTING" "tGravityAcc-mean()-Y" 0.112652596558955
12 "SITTING" "tGravityAcc-mean()-Z" -0.0494520137037313
12 "SITTING" "tGravityAcc-std()-X" -0.973039656865672
12 "SITTING" "tGravityAcc-std()-Y" -0.961684570149254
12 "SITTING" "tGravityAcc-std()-Z" -0.956887170522388
12 "SITTING" "tBodyAccJerk-mean()-X" 0.0572366455208955
12 "SITTING" "tBodyAccJerk-mean()-Y" 0.010632586489403
12 "SITTING" "tBodyAccJerk-mean()-Z" 0.0155338481445373
12 "SITTING" "tBodyAccJerk-std()-X" -0.487513853589552
12 "SITTING" "tBodyAccJerk-std()-Y" -0.441798499370224
12 "SITTING" "tBodyAccJerk-std()-Z" -0.813044700746269
12 "SITTING" "tBodyGyro-mean()-X" -0.0702784362985075
12 "SITTING" "tBodyGyro-mean()-Y" -0.0422418424895522
12 "SITTING" "tBodyGyro-mean()-Z" 0.089311570049403
12 "SITTING" "tBodyGyro-std()-X" -0.677307561997761
12 "SITTING" "tBodyGyro-std()-Y" -0.680398804104478
12 "SITTING" "tBodyGyro-std()-Z" -0.699245741395522
12 "SITTING" "tBodyGyroJerk-mean()-X" -0.0726924262059701
12 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0457374795179104
12 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0515110922703731
12 "SITTING" "tBodyGyroJerk-std()-X" -0.623189590291045
12 "SITTING" "tBodyGyroJerk-std()-Y" -0.786312781716418
12 "SITTING" "tBodyGyroJerk-std()-Z" -0.71311417830597
12 "SITTING" "tBodyAccMag-mean()" -0.485419876919403
12 "SITTING" "tBodyAccMag-std()" -0.509050737147015
12 "SITTING" "tGravityAccMag-mean()" -0.485419876919403
12 "SITTING" "tGravityAccMag-std()" -0.509050737147015
12 "SITTING" "tBodyAccJerkMag-mean()" -0.553813266144776
12 "SITTING" "tBodyAccJerkMag-std()" -0.468462139639552
12 "SITTING" "tBodyGyroMag-mean()" -0.585957269414925
12 "SITTING" "tBodyGyroMag-std()" -0.641774640228657
12 "SITTING" "tBodyGyroJerkMag-mean()" -0.735015701865672
12 "SITTING" "tBodyGyroJerkMag-std()" -0.742760839925373
12 "SITTING" "fBodyAcc-mean()-X" -0.498119157841045
12 "SITTING" "fBodyAcc-mean()-Y" -0.392694131024627
12 "SITTING" "fBodyAcc-mean()-Z" -0.75610207
12 "SITTING" "fBodyAcc-std()-X" -0.514152324191791
12 "SITTING" "fBodyAcc-std()-Y" -0.444910001659702
12 "SITTING" "fBodyAcc-std()-Z" -0.728469606492537
12 "SITTING" "fBodyAccJerk-mean()-X" -0.51464202580597
12 "SITTING" "fBodyAccJerk-mean()-Y" -0.471744804389552
12 "SITTING" "fBodyAccJerk-mean()-Z" -0.799284140671642
12 "SITTING" "fBodyAccJerk-std()-X" -0.505745022388806
12 "SITTING" "fBodyAccJerk-std()-Y" -0.447339284527239
12 "SITTING" "fBodyAccJerk-std()-Z" -0.825620583955224
12 "SITTING" "fBodyGyro-mean()-X" -0.585669505506716
12 "SITTING" "fBodyGyro-mean()-Y" -0.708184516268657
12 "SITTING" "fBodyGyro-mean()-Z" -0.64488048111194
12 "SITTING" "fBodyGyro-std()-X" -0.707831066395522
12 "SITTING" "fBodyGyro-std()-Y" -0.669622323059701
12 "SITTING" "fBodyGyro-std()-Z" -0.748431752686567
12 "SITTING" "fBodyAccMag-mean()" -0.47792395599403
12 "SITTING" "fBodyAccMag-std()" -0.605529765076119
12 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.461153229439552
12 "SITTING" "fBodyBodyAccJerkMag-std()" -0.480918839647015
12 "SITTING" "fBodyBodyGyroMag-mean()" -0.669095112974627
12 "SITTING" "fBodyBodyGyroMag-std()" -0.687480054074627
12 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.749207546626866
12 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.753265165522388
12 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.272145794677419
12 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0182299075608413
12 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.105735506451613
12 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" -0.638208440290323
12 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.608983265026882
12 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.682615496811828
12 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.749117763666667
12 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0295853747510753
12 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" 0.0924517595346237
12 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.96330852155914
12 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.959772033870968
12 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.93954763188172
12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0799354253827957
12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.00147809411698925
12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.0106609660939785
12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.650790264784946
12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.664699691132473
12 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.777908761827957
12 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0575264551461828
12 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0714218698580645
12 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.100946227484946
12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.764316840252151
12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.774444433548387
12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.650750149365591
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.073416747110215
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0421957057096774
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0617431983833333
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.772069692150538
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.829185586182796
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.775458577365591
12 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" -0.613018446822043
12 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" -0.621456341182258
12 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" -0.613018446822043
12 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" -0.621456341182258
12 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.684974084575269
12 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.636898344297849
12 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.66459948788172
12 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.715896647204301
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.807753381612903
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.817815795430108
12 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" -0.637131722208064
12 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.617370170090323
12 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.705415178817204
12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.639348459586021
12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.63100314140914
12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.696665096612903
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.659962097978441
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.677425008402742
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.758238879408602
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.67299670577957
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.674141468072581
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.796308612258064
12 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.71569500327957
12 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.771175710268817
12 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.666367678483871
12 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.781057375053763
12 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.779444961236559
12 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.679272873655914
12 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" -0.617897670354839
12 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.682955169813979
12 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.638505427183871
12 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" -0.636955052134409
12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.752048340967742
12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.742461579639785
12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.819220973494624
12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.829129754193548
13 "SITTING" "tBodyAcc-mean()-X" 0.275895876198777
13 "SITTING" "tBodyAcc-mean()-Y" -0.0176504796070948
13 "SITTING" "tBodyAcc-mean()-Z" -0.109135285550765
13 "SITTING" "tBodyAcc-std()-X" -0.624844460199083
13 "SITTING" "tBodyAcc-std()-Y" -0.448816097853364
13 "SITTING" "tBodyAcc-std()-Z" -0.587230562129052
13 "SITTING" "tGravityAcc-mean()-X" 0.709996516908257
13 "SITTING" "tGravityAcc-mean()-Y" -0.0420858101162079
13 "SITTING" "tGravityAcc-mean()-Z" 0.0443010536786239
13 "SITTING" "tGravityAcc-std()-X" -0.967268063455658
13 "SITTING" "tGravityAcc-std()-Y" -0.953540716850153
13 "SITTING" "tGravityAcc-std()-Z" -0.938727880275229
13 "SITTING" "tBodyAccJerk-mean()-X" 0.0794393034550306
13 "SITTING" "tBodyAccJerk-mean()-Y" 0.00387961953328135
13 "SITTING" "tBodyAccJerk-mean()-Z" -0.0123485923641621
13 "SITTING" "tBodyAccJerk-std()-X" -0.638889532599083
13 "SITTING" "tBodyAccJerk-std()-Y" -0.569700547488012
13 "SITTING" "tBodyAccJerk-std()-Z" -0.728452966311927
13 "SITTING" "tBodyGyro-mean()-X" -0.0562470618980061
13 "SITTING" "tBodyGyro-mean()-Y" -0.0616613787494801
13 "SITTING" "tBodyGyro-mean()-Z" 0.098866059686422
13 "SITTING" "tBodyGyro-std()-X" -0.715109859672783
13 "SITTING" "tBodyGyro-std()-Y" -0.645728612088685
13 "SITTING" "tBodyGyro-std()-Z" -0.643337285033639
13 "SITTING" "tBodyGyroJerk-mean()-X" -0.0881182379434251
13 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0440836605146789
13 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0582718748712538
13 "SITTING" "tBodyGyroJerk-std()-X" -0.715772980189602
13 "SITTING" "tBodyGyroJerk-std()-Y" -0.718988591831804
13 "SITTING" "tBodyGyroJerk-std()-Z" -0.712716428498471
13 "SITTING" "tBodyAccMag-mean()" -0.539871637249541
13 "SITTING" "tBodyAccMag-std()" -0.597230982062691
13 "SITTING" "tGravityAccMag-mean()" -0.539871637249541
13 "SITTING" "tGravityAccMag-std()" -0.597230982062691
13 "SITTING" "tBodyAccJerkMag-mean()" -0.625466938809174
13 "SITTING" "tBodyAccJerkMag-std()" -0.610248540269939
13 "SITTING" "tBodyGyroMag-mean()" -0.581215403184709
13 "SITTING" "tBodyGyroMag-std()" -0.636364939544342
13 "SITTING" "tBodyGyroJerkMag-mean()" -0.712745036012232
13 "SITTING" "tBodyGyroJerkMag-std()" -0.712056186747706
13 "SITTING" "fBodyAcc-mean()-X" -0.638817912651682
13 "SITTING" "fBodyAcc-mean()-Y" -0.493467193137125
13 "SITTING" "fBodyAcc-mean()-Z" -0.629736258731804
13 "SITTING" "fBodyAcc-std()-X" -0.620602036452599
13 "SITTING" "fBodyAcc-std()-Y" -0.462584458627829
13 "SITTING" "fBodyAcc-std()-Z" -0.599036895271407
13 "SITTING" "fBodyAccJerk-mean()-X" -0.66008217407156
13 "SITTING" "fBodyAccJerk-mean()-Y" -0.603340489937615
13 "SITTING" "fBodyAccJerk-mean()-Z" -0.710831730361468
13 "SITTING" "fBodyAccJerk-std()-X" -0.649606227431844
13 "SITTING" "fBodyAccJerk-std()-Y" -0.562129866937645
13 "SITTING" "fBodyAccJerk-std()-Z" -0.744823539571865
13 "SITTING" "fBodyGyro-mean()-X" -0.65864242140581
13 "SITTING" "fBodyGyro-mean()-Y" -0.647152817899388
13 "SITTING" "fBodyGyro-mean()-Z" -0.620471226529052
13 "SITTING" "fBodyGyro-std()-X" -0.734657989051988
13 "SITTING" "fBodyGyro-std()-Y" -0.650623558847401
13 "SITTING" "fBodyGyro-std()-Z" -0.685774481529052
13 "SITTING" "fBodyAccMag-mean()" -0.589928108599083
13 "SITTING" "fBodyAccMag-std()" -0.665344858593272
13 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.607295296423853
13 "SITTING" "fBodyBodyAccJerkMag-std()" -0.617075473106453
13 "SITTING" "fBodyBodyGyroMag-mean()" -0.652225306544343
13 "SITTING" "fBodyBodyGyroMag-std()" -0.691915161336391
13 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.712054366504281
13 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.733183567759939
18 "SITTING" "tBodyAcc-mean()-X" 0.27795824
18 "SITTING" "tBodyAcc-mean()-Y" -0.01729741093
18 "SITTING" "tBodyAcc-mean()-Z" -0.110021546
18 "SITTING" "tBodyAcc-std()-X" -0.991705206333333
18 "SITTING" "tBodyAcc-std()-Y" -0.939095257
18 "SITTING" "tBodyAcc-std()-Z" -0.950753017666667
18 "SITTING" "tGravityAcc-mean()-X" 0.962581161666667
18 "SITTING" "tGravityAcc-mean()-Y" -0.180018835666667
18 "SITTING" "tGravityAcc-mean()-Z" 0.0783976787
18 "SITTING" "tGravityAcc-std()-X" -0.995679798333333
18 "SITTING" "tGravityAcc-std()-Y" -0.97557713
18 "SITTING" "tGravityAcc-std()-Z" -0.973759297333333
18 "SITTING" "tBodyAccJerk-mean()-X" 0.0756560724
18 "SITTING" "tBodyAccJerk-mean()-Y" 0.01212352927
18 "SITTING" "tBodyAccJerk-mean()-Z" 0.000426343527333334
18 "SITTING" "tBodyAccJerk-std()-X" -0.989808125333333
18 "SITTING" "tBodyAccJerk-std()-Y" -0.968781037
18 "SITTING" "tBodyAccJerk-std()-Z" -0.989064151666667
18 "SITTING" "tBodyGyro-mean()-X" -0.0259236282933333
18 "SITTING" "tBodyGyro-mean()-Y" -0.0744458279666667
18 "SITTING" "tBodyGyro-mean()-Z" 0.0854533145
18 "SITTING" "tBodyGyro-std()-X" -0.950461505666667
18 "SITTING" "tBodyGyro-std()-Y" -0.977660980333333
18 "SITTING" "tBodyGyro-std()-Z" -0.962330311666667
18 "SITTING" "tBodyGyroJerk-mean()-X" -0.0981970214
18 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0397930495333333
18 "SITTING" "tBodyGyroJerk-mean()-Z" -0.053319608
18 "SITTING" "tBodyGyroJerk-std()-X" -0.976198165666667
18 "SITTING" "tBodyGyroJerk-std()-Y" -0.991806091
18 "SITTING" "tBodyGyroJerk-std()-Z" -0.982765702666667
18 "SITTING" "tBodyAccMag-mean()" -0.963685834333333
18 "SITTING" "tBodyAccMag-std()" -0.964222192
18 "SITTING" "tGravityAccMag-mean()" -0.963685834333333
18 "SITTING" "tGravityAccMag-std()" -0.964222192
18 "SITTING" "tBodyAccJerkMag-mean()" -0.984336614
18 "SITTING" "tBodyAccJerkMag-std()" -0.983733639666667
18 "SITTING" "tBodyGyroMag-mean()" -0.951887812
18 "SITTING" "tBodyGyroMag-std()" -0.947942481333333
18 "SITTING" "tBodyGyroJerkMag-mean()" -0.986611885
18 "SITTING" "tBodyGyroJerkMag-std()" -0.986354497333333
18 "SITTING" "fBodyAcc-mean()-X" -0.990052909
18 "SITTING" "fBodyAcc-mean()-Y" -0.949811015333333
18 "SITTING" "fBodyAcc-mean()-Z" -0.972738081666667
18 "SITTING" "fBodyAcc-std()-X" -0.992469808333333
18 "SITTING" "fBodyAcc-std()-Y" -0.937087901
18 "SITTING" "fBodyAcc-std()-Z" -0.943508302333333
18 "SITTING" "fBodyAccJerk-mean()-X" -0.989649728
18 "SITTING" "fBodyAccJerk-mean()-Y" -0.969070922
18 "SITTING" "fBodyAccJerk-mean()-Z" -0.986778406666667
18 "SITTING" "fBodyAccJerk-std()-X" -0.990952901666667
18 "SITTING" "fBodyAccJerk-std()-Y" -0.970764276333333
18 "SITTING" "fBodyAccJerk-std()-Z" -0.990011026
18 "SITTING" "fBodyGyro-mean()-X" -0.953668505666667
18 "SITTING" "fBodyGyro-mean()-Y" -0.982765614333333
18 "SITTING" "fBodyGyro-mean()-Z" -0.966466455666667
18 "SITTING" "fBodyGyro-std()-X" -0.950392071666667
18 "SITTING" "fBodyGyro-std()-Y" -0.975029833666667
18 "SITTING" "fBodyGyro-std()-Z" -0.964431652333333
18 "SITTING" "fBodyAccMag-mean()" -0.97137329
18 "SITTING" "fBodyAccMag-std()" -0.965101664666667
18 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.982538887333333
18 "SITTING" "fBodyBodyAccJerkMag-std()" -0.984285595333333
18 "SITTING" "fBodyBodyGyroMag-mean()" -0.964628023666667
18 "SITTING" "fBodyBodyGyroMag-std()" -0.946838238333333
18 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.987332531
18 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.985681788333333
18 "STANDING" "tBodyAcc-mean()-X" 0.276177377784431
18 "STANDING" "tBodyAcc-mean()-Y" -0.0172818741561907
18 "STANDING" "tBodyAcc-mean()-Z" -0.107940757511976
18 "STANDING" "tBodyAcc-std()-X" -0.667932305209581
18 "STANDING" "tBodyAcc-std()-Y" -0.599095553763473
18 "STANDING" "tBodyAcc-std()-Z" -0.679216670329341
18 "STANDING" "tGravityAcc-mean()-X" 0.694792777095808
18 "STANDING" "tGravityAcc-mean()-Y" -0.0010301843263473
18 "STANDING" "tGravityAcc-mean()-Z" 0.0910314168113772
18 "STANDING" "tGravityAcc-std()-X" -0.978742766586826
18 "STANDING" "tGravityAcc-std()-Y" -0.968999955598802
18 "STANDING" "tGravityAcc-std()-Z" -0.958147490299401
18 "STANDING" "tBodyAccJerk-mean()-X" 0.0776448301356287
18 "STANDING" "tBodyAccJerk-mean()-Y" 0.0129534445262126
18 "STANDING" "tBodyAccJerk-mean()-Z" 0.000886467423302994
18 "STANDING" "tBodyAccJerk-std()-X" -0.711725557065868
18 "STANDING" "tBodyAccJerk-std()-Y" -0.711788469131737
18 "STANDING" "tBodyAccJerk-std()-Z" -0.834520665329341
18 "STANDING" "tBodyGyro-mean()-X" -0.038430136020509
18 "STANDING" "tBodyGyro-mean()-Y" -0.0672248771926647
18 "STANDING" "tBodyGyro-mean()-Z" 0.0913241464640719
18 "STANDING" "tBodyGyro-std()-X" -0.791426443721557
18 "STANDING" "tBodyGyro-std()-Y" -0.759370761556886
18 "STANDING" "tBodyGyro-std()-Z" -0.72614680991018
18 "STANDING" "tBodyGyroJerk-mean()-X" -0.0940621740320958
18 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0445622527458084
18 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0571652014122156
18 "STANDING" "tBodyGyroJerk-std()-X" -0.830920002934132
18 "STANDING" "tBodyGyroJerk-std()-Y" -0.874371824640719
18 "STANDING" "tBodyGyroJerk-std()-Z" -0.825666964760479
18 "STANDING" "tBodyAccMag-mean()" -0.630947459700599
18 "STANDING" "tBodyAccMag-std()" -0.665011683643713
18 "STANDING" "tGravityAccMag-mean()" -0.630947459700599
18 "STANDING" "tGravityAccMag-std()" -0.665011683643713
18 "STANDING" "tBodyAccJerkMag-mean()" -0.73320719751497
18 "STANDING" "tBodyAccJerkMag-std()" -0.723788786335329
18 "STANDING" "tBodyGyroMag-mean()" -0.693434577904192
18 "STANDING" "tBodyGyroMag-std()" -0.760315278287425
18 "STANDING" "tBodyGyroJerkMag-mean()" -0.84851863011976
18 "STANDING" "tBodyGyroJerkMag-std()" -0.879781879790419
18 "STANDING" "fBodyAcc-mean()-X" -0.689453051047904
18 "STANDING" "fBodyAcc-mean()-Y" -0.637957449640719
18 "STANDING" "fBodyAcc-mean()-Z" -0.742231387634731
18 "STANDING" "fBodyAcc-std()-X" -0.660489537904192
18 "STANDING" "fBodyAcc-std()-Y" -0.605510423961078
18 "STANDING" "fBodyAcc-std()-Z" -0.672541676278443
18 "STANDING" "fBodyAccJerk-mean()-X" -0.728496455928144
18 "STANDING" "fBodyAccJerk-mean()-Y" -0.723907683083832
18 "STANDING" "fBodyAccJerk-mean()-Z" -0.819222532994012
18 "STANDING" "fBodyAccJerk-std()-X" -0.720203372035928
18 "STANDING" "fBodyAccJerk-std()-Y" -0.718398453652695
18 "STANDING" "fBodyAccJerk-std()-Z" -0.848506493113772
18 "STANDING" "fBodyGyro-mean()-X" -0.772855463736527
18 "STANDING" "fBodyGyro-mean()-Y" -0.801441592754491
18 "STANDING" "fBodyGyro-mean()-Z" -0.737016020538922
18 "STANDING" "fBodyGyro-std()-X" -0.799760555973054
18 "STANDING" "fBodyGyro-std()-Y" -0.74032145739521
18 "STANDING" "fBodyGyro-std()-Z" -0.748592744401198
18 "STANDING" "fBodyAccMag-mean()" -0.673154380637725
18 "STANDING" "fBodyAccMag-std()" -0.713137798532934
18 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.720747618404192
18 "STANDING" "fBodyBodyAccJerkMag-std()" -0.729163423712575
18 "STANDING" "fBodyBodyGyroMag-mean()" -0.802962549161677
18 "STANDING" "fBodyBodyGyroMag-std()" -0.775670438287425
18 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.875441210479042
18 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.894709025422156
20 "LAYING" "tBodyAcc-mean()-X" 0.268210689679487
20 "LAYING" "tBodyAcc-mean()-Y" -0.0154394352991026
20 "LAYING" "tBodyAcc-mean()-Z" -0.103432062417949
20 "LAYING" "tBodyAcc-std()-X" -0.546535422961538
20 "LAYING" "tBodyAcc-std()-Y" -0.259011300096154
20 "LAYING" "tBodyAcc-std()-Z" -0.639730168647436
20 "LAYING" "tGravityAcc-mean()-X" 0.590974958467949
20 "LAYING" "tGravityAcc-mean()-Y" 0.00243648291666667
20 "LAYING" "tGravityAcc-mean()-Z" 0.107789718651859
20 "LAYING" "tGravityAcc-std()-X" -0.95804564051282
20 "LAYING" "tGravityAcc-std()-Y" -0.951149621217949
20 "LAYING" "tGravityAcc-std()-Z" -0.943657000576923
20 "LAYING" "tBodyAccJerk-mean()-X" 0.0750346921474359
20 "LAYING" "tBodyAccJerk-mean()-Y" -0.00274400097455128
20 "LAYING" "tBodyAccJerk-mean()-Z" -0.00251495485183974
20 "LAYING" "tBodyAccJerk-std()-X" -0.586215941176923
20 "LAYING" "tBodyAccJerk-std()-Y" -0.426120353397436
20 "LAYING" "tBodyAccJerk-std()-Z" -0.738913456730769
